contact_id,session_id,topic_name,business_unit,application_channel,language,num_turns,contained,escalated_to_agent,csat_score,queue_name,session_duration_seconds,confidence_score,derived_resolution_score,session_start
CONT-0F2D011B,SESS-234C54B2,Account Management,Retail,Web,en,2,0,1,3.6,Tech-Escalation,55,0.66,0.48,2026-03-14T01:14:44
CONT-DDD2CAF7,SESS-D4430E6D,Product Support,Financial Services,Partner API,de,19,1,0,1.0,,981,0.4337,0.5335,2026-03-07T02:23:11
CONT-1E886570,SESS-5ED1B16B,Account Management,Travel,IVR,en,7,0,0,,,132,0.7587,0.5311,2026-03-24T05:55:43
CONT-168CCE14,SESS-8405FA4E,Billing Inquiry,Healthcare,IVR,en,11,0,0,,,222,0.6286,0.44,2026-04-03T04:07:46
CONT-5B7DEFC6,SESS-03D02211,Technical Troubleshooting,Retail,Web,en,16,0,0,,,312,0.8672,0.607,2026-03-25T14:17:40
CONT-D7792A29,SESS-B74C4B23,Subscription Management,Technology,Kiosk,zh,12,0,0,1.2,,275,0.6912,0.3485,2026-04-02T18:09:24
CONT-F37BFA19,SESS-23212FD4,General Inquiry,Retail,Kiosk,ja,3,1,0,,,199,0.4746,0.6322,2026-03-27T01:07:26
CONT-F4CFAD47,SESS-F55AF31F,Account Management,Technology,Mobile App,de,14,1,0,,,218,0.4312,0.6018,2026-03-18T19:02:39
CONT-530AED74,SESS-BCE3B5C7,Returns & Refunds,Healthcare,Kiosk,en,5,0,1,2.6,Tier1-Support,164,0.8063,0.4785,2026-03-23T14:56:57
CONT-6FC06AD4,SESS-E473EEF2,Subscription Management,Technology,Partner API,ja,1,0,1,,Tech-Escalation,125,0.7551,0.5286,2026-03-25T16:34:48
CONT-A63E9D08,SESS-06DFAB06,Password Reset,Travel,Partner API,ja,1,0,1,2.6,General-Service,44,0.7075,0.439,2026-03-30T19:53:24
CONT-2709AEBF,SESS-B7F74D61,Technical Troubleshooting,Travel,Web,en,10,1,0,,,1056,0.5115,0.658,2026-04-03T20:08:19
CONT-41354B6E,SESS-A9109ED1,Technical Troubleshooting,Financial Services,Partner API,en,7,0,1,3.7,General-Service,707,1.0,0.622,2026-03-11T04:00:19
CONT-909FF5D6,SESS-C9E7170A,Technical Troubleshooting,Healthcare,IVR,en,12,1,0,4.0,,550,0.5387,0.7555,2026-03-10T08:12:12
CONT-FFBEDFA1,SESS-09B55F6D,Billing Inquiry,Healthcare,Web,en,1,1,0,,,68,0.8881,0.9217,2026-03-21T11:50:16
CONT-482E7D91,SESS-EC8362CE,Password Reset,Travel,IVR,es,9,0,0,,,616,0.5674,0.3972,2026-03-17T11:56:21
CONT-5A79242C,SESS-84C6090F,Billing Inquiry,Financial Services,Mobile App,de,5,1,0,2.0,,183,0.8432,0.7573,2026-03-09T00:04:40
CONT-8626A540,SESS-3DBA12C1,Subscription Management,Financial Services,Web,pt,10,1,0,3.1,,883,0.7192,0.7737,2026-03-15T17:32:17
CONT-BA311491,SESS-6BC39D3C,General Inquiry,Retail,Partner API,es,1,0,0,,,56,0.6191,0.4334,2026-04-05T16:37:36
CONT-7BF03133,SESS-33F21E26,Account Management,Travel,Mobile App,fr,18,1,0,4.7,,454,0.775,0.892,2026-03-30T23:44:40
CONT-2F0A44F8,SESS-1AE36F8F,Loyalty Program,Technology,IVR,en,12,0,1,,Tier1-Support,642,0.6354,0.4448,2026-03-19T18:23:05
CONT-0F2D011B,SESS-CB4C8CD4,Order Status,Technology,Mobile App,en,19,1,0,,,881,0.4972,0.648,2026-03-20T22:15:59
CONT-C40A0E26,SESS-1F5EC931,Billing Inquiry,Retail,Mobile App,es,9,0,1,,Tier1-Support,306,0.5722,0.4005,2026-03-17T04:47:26
CONT-035F8130,SESS-CE600D34,Password Reset,Travel,Web,en,11,0,1,2.8,General-Service,683,0.4383,0.3433,2026-03-20T16:17:41
CONT-01961600,SESS-322D73A2,Technical Troubleshooting,Technology,IVR,en,10,1,0,,,601,0.6731,0.7712,2026-03-26T12:06:42
CONT-D02E726B,SESS-5EB2D3E8,Loyalty Program,Financial Services,Mobile App,es,18,1,0,,,431,0.7465,0.8226,2026-03-24T13:40:30
CONT-B1021402,SESS-4D79B296,Billing Inquiry,Technology,Partner API,pt,12,0,1,,General-Service,635,0.5313,0.3719,2026-04-03T16:33:22
CONT-FBD332DB,SESS-7793B727,Subscription Management,Financial Services,Partner API,en,17,0,1,,Tier1-Support,715,0.4054,0.2838,2026-03-29T22:03:13
CONT-162B020D,SESS-C9D8DF67,Loyalty Program,Travel,Mobile App,en,5,1,0,3.3,,106,0.5114,0.7026,2026-03-18T06:33:45
CONT-7CB632FC,SESS-F789C630,Technical Troubleshooting,Retail,Web,en,2,0,1,,General-Service,121,0.5591,0.3914,2026-03-23T00:53:08
CONT-D153D9DD,SESS-AAA9B53E,Subscription Management,Travel,Partner API,fr,4,1,0,,,208,0.53,0.671,2026-03-12T08:00:40
CONT-23E7A094,SESS-34AE321B,Billing Inquiry,Travel,Partner API,en,7,1,0,,,418,0.3332,0.5332,2026-04-04T07:02:22
CONT-2D217540,SESS-3F3732A1,Technical Troubleshooting,Travel,Mobile App,en,9,0,0,,,1132,0.4389,0.3072,2026-03-31T01:13:59
CONT-D95832F2,SESS-33A18723,Loyalty Program,Financial Services,Mobile App,en,17,1,0,,,1119,0.7551,0.8286,2026-03-15T06:22:15
CONT-6B737A83,SESS-02CF727D,Billing Inquiry,Retail,IVR,en,5,0,0,,,122,0.8087,0.5661,2026-03-12T14:22:50
CONT-CFC78E16,SESS-68E540F8,Account Management,Travel,IVR,de,10,0,0,1.5,,428,0.5304,0.3022,2026-03-21T00:17:33
CONT-586BADDA,SESS-6F6AC68B,Order Status,Healthcare,IVR,pt,14,0,1,,Billing-Ops,376,0.6072,0.425,2026-04-05T18:43:13
CONT-DFBF2D3C,SESS-E5598657,Subscription Management,Financial Services,Kiosk,en,15,1,0,4.9,,491,0.6644,0.8598,2026-04-01T00:56:37
CONT-A417E788,SESS-E7997772,Returns & Refunds,Retail,IVR,en,15,1,0,,,1081,0.7038,0.7927,2026-04-01T12:52:08
CONT-521DE8B0,SESS-2FBE9EBB,Password Reset,Retail,IVR,en,14,0,0,,,1237,0.9256,0.6479,2026-03-14T12:20:42
CONT-BDB7EB8C,SESS-7188AA95,Product Support,Retail,IVR,pt,17,0,1,,Billing-Ops,1853,0.4823,0.3376,2026-04-02T01:25:34
CONT-2230A710,SESS-CC26E366,Account Management,Healthcare,Kiosk,en,2,0,1,,Tier1-Support,23,0.6565,0.4596,2026-04-03T13:15:26
CONT-C0DE039D,SESS-3AE8E584,Order Status,Technology,Kiosk,en,12,1,0,,,571,0.4131,0.5892,2026-03-29T22:03:24
CONT-6C347E2E,SESS-55651C05,Billing Inquiry,Financial Services,Partner API,zh,20,0,0,,,1212,0.6758,0.4731,2026-04-01T08:00:02
CONT-C2010384,SESS-7FF3C95E,Account Management,Healthcare,Partner API,de,18,0,1,4.8,Tech-Escalation,798,0.5824,0.521,2026-04-01T10:27:26
CONT-B6C8ED99,SESS-EDE3A72B,Product Support,Technology,Web,en,6,0,1,,Tech-Escalation,369,0.6453,0.4517,2026-03-19T06:52:30
CONT-7AEF2441,SESS-31F8788A,Password Reset,Technology,Web,en,20,1,0,,,707,0.6595,0.7616,2026-04-02T20:49:48
CONT-0011BE87,SESS-C048C164,Technical Troubleshooting,Healthcare,Web,en,9,1,0,,,330,0.3524,0.5467,2026-03-14T01:08:29
CONT-5998E223,SESS-184380EC,Product Support,Retail,Web,en,10,1,0,,,707,0.6594,0.7616,2026-03-20T02:22:04
CONT-717E0439,SESS-8FC2709E,Order Status,Retail,Web,es,15,0,1,,Billing-Ops,723,0.6743,0.472,2026-04-02T17:08:19
CONT-C82697A6,SESS-3798AF57,Account Management,Healthcare,IVR,en,18,1,0,2.9,,1592,0.5568,0.6967,2026-03-07T07:36:43
CONT-29E8D9E3,SESS-7389BBAC,Account Management,Healthcare,IVR,ja,18,1,0,,,758,0.5945,0.7162,2026-03-10T17:53:56
CONT-8B137D64,SESS-8BE8E89D,Subscription Management,Travel,Kiosk,en,17,1,0,,,622,0.495,0.6465,2026-03-15T14:31:44
CONT-B7735C0F,SESS-F2E958F8,Loyalty Program,Financial Services,Partner API,ja,10,1,0,,,294,0.6909,0.7836,2026-03-27T04:51:52
CONT-9A1FCF19,SESS-4ED0F31F,General Inquiry,Technology,IVR,en,3,1,0,4.1,,156,0.7229,0.8352,2026-03-30T16:27:36
CONT-F65CB4FF,SESS-FEBA92B3,Subscription Management,Financial Services,Mobile App,en,19,1,0,,,775,0.5695,0.6986,2026-03-25T19:29:55
CONT-56FA752E,SESS-75C4C895,General Inquiry,Technology,Web,en,15,1,0,1.8,,1014,0.6221,0.6568,2026-03-21T03:00:55
CONT-76BBD915,SESS-9F1E7D47,Password Reset,Technology,Kiosk,es,3,0,1,,Tech-Escalation,156,0.8358,0.5851,2026-03-30T22:51:46
CONT-9FEF5577,SESS-D13A07F1,Returns & Refunds,Retail,Kiosk,en,5,1,0,2.5,,389,0.325,0.58,2026-03-27T13:25:26
CONT-B1B864E3,SESS-DAD3CBFD,General Inquiry,Financial Services,Web,es,18,0,1,4.1,Billing-Ops,766,0.6039,0.4876,2026-03-10T12:36:29
CONT-83369D85,SESS-6C66BFD7,General Inquiry,Healthcare,Mobile App,en,6,0,0,2.5,,580,0.8125,0.475,2026-04-04T00:58:53
CONT-60715B6D,SESS-5E552F85,Returns & Refunds,Technology,Kiosk,en,6,1,0,,,360,0.7164,0.8015,2026-03-07T05:00:45
CONT-42AACFDF,SESS-E65CCB4D,General Inquiry,Travel,IVR,es,15,0,1,,Billing-Ops,258,0.6831,0.4782,2026-03-14T21:51:57
CONT-EFDE8303,SESS-1BDD11FB,Loyalty Program,Technology,IVR,en,2,0,1,1.1,Tech-Escalation,47,0.4024,0.227,2026-03-17T20:07:35
CONT-6ADC3FEB,SESS-CF50021C,General Inquiry,Healthcare,Mobile App,zh,17,0,1,2.9,General-Service,1180,0.5011,0.3744,2026-04-01T13:49:48
CONT-E49FC7BB,SESS-E27AE65B,Password Reset,Travel,Kiosk,en,14,1,0,,,395,0.8109,0.8676,2026-04-05T06:41:46
CONT-D9F7D807,SESS-98B932A1,Product Support,Technology,Partner API,ja,11,0,0,,,647,0.5086,0.356,2026-03-12T10:52:56
CONT-F6B1817C,SESS-A0049ADC,Order Status,Retail,Partner API,de,15,0,0,,,305,0.5715,0.4,2026-04-05T18:12:23
CONT-D3F0C5F5,SESS-B03AAA66,Technical Troubleshooting,Healthcare,Web,ja,5,1,0,,,233,0.8027,0.8619,2026-03-24T05:11:32
CONT-D242F887,SESS-DC1055BA,Subscription Management,Travel,Partner API,en,3,1,0,4.8,,163,0.6183,0.8353,2026-03-23T20:25:29
CONT-A564DA43,SESS-15952DDE,Subscription Management,Healthcare,Mobile App,zh,12,0,0,1.2,,610,0.4934,0.2694,2026-03-31T18:41:12
CONT-C42BF724,SESS-6D08802A,Product Support,Financial Services,Mobile App,en,14,1,0,,,794,0.7646,0.8352,2026-03-24T23:18:58
CONT-8704DA42,SESS-24604964,Subscription Management,Healthcare,Kiosk,en,18,1,0,3.3,,4381,0.7755,0.8082,2026-03-21T23:23:05
CONT-AFFB469B,SESS-DFC13BF3,Technical Troubleshooting,Travel,Mobile App,en,18,1,0,,,187,0.7373,0.8161,2026-03-25T09:32:15
CONT-D412112D,SESS-C3BCBF47,Loyalty Program,Retail,Kiosk,es,9,1,0,,,806,0.7015,0.791,2026-03-31T00:54:28
CONT-95BAA889,SESS-C2F53D5E,Returns & Refunds,Healthcare,Partner API,pt,14,0,0,,,285,0.6166,0.4316,2026-04-01T01:27:43
CONT-8719908C,SESS-6DD7675C,Account Management,Retail,Kiosk,en,16,1,0,,,596,0.8222,0.8755,2026-03-22T18:41:54
CONT-2D41C385,SESS-4357C14B,Technical Troubleshooting,Healthcare,Kiosk,en,19,1,0,4.6,,1668,0.5722,0.8049,2026-04-01T10:48:30
CONT-131CF223,SESS-866F16E3,Billing Inquiry,Technology,Web,en,5,1,0,,,379,0.3426,0.5398,2026-03-18T20:23:44
CONT-665AF3BE,SESS-F751DA57,Subscription Management,Retail,Kiosk,en,2,1,0,,,181,0.7905,0.8534,2026-03-23T22:29:06
CONT-4EB02A62,SESS-7373A4C9,Technical Troubleshooting,Retail,Mobile App,en,16,0,1,3.2,Tech-Escalation,826,0.5904,0.4282,2026-03-28T10:35:35
CONT-8C203B79,SESS-A181822D,Order Status,Technology,Kiosk,en,5,0,1,,General-Service,319,0.5109,0.3576,2026-03-07T05:04:48
CONT-C8C14354,SESS-809246D2,Billing Inquiry,Technology,Mobile App,en,5,0,0,,,276,0.7027,0.4919,2026-03-23T13:31:39
CONT-0C841679,SESS-991D5752,Password Reset,Technology,Web,en,12,0,0,,,221,0.5902,0.4131,2026-04-01T18:52:20
CONT-3CBE27D2,SESS-F3570D33,Loyalty Program,Financial Services,Mobile App,en,5,0,1,,Tech-Escalation,172,0.4736,0.3315,2026-03-28T22:37:29
CONT-E27650F7,SESS-B8166399,Technical Troubleshooting,Technology,Kiosk,en,17,1,0,,,950,0.2,0.44,2026-03-30T08:42:16
CONT-258A4B43,SESS-85E22CD3,Password Reset,Technology,Kiosk,pt,17,1,0,,,653,0.382,0.5674,2026-03-19T22:03:22
CONT-120B3B42,SESS-50DEBCE6,Product Support,Healthcare,Web,en,15,1,0,3.7,,1333,0.6586,0.7854,2026-03-29T21:53:23
CONT-69B6345A,SESS-96A3E858,Product Support,Retail,Partner API,en,7,1,0,1.5,,142,0.5221,0.5988,2026-03-29T03:09:11
CONT-3C8E605F,SESS-138AFC2B,Account Management,Technology,Partner API,en,15,0,1,,Tier1-Support,347,0.6771,0.474,2026-03-14T12:59:08
CONT-51AF57D3,SESS-57CE18FD,Technical Troubleshooting,Healthcare,Web,en,5,1,0,2.2,,273,0.2064,0.5146,2026-03-18T21:55:11
CONT-AEA02CB7,SESS-FCF454EE,General Inquiry,Retail,Mobile App,en,17,0,1,,Tech-Escalation,1007,0.7441,0.5209,2026-03-19T11:06:42
CONT-2795B856,SESS-248BB3A5,General Inquiry,Financial Services,IVR,en,3,1,0,,,317,0.6566,0.7596,2026-03-11T12:34:57
CONT-B14B1BA5,SESS-7931287D,Account Management,Technology,IVR,en,17,0,1,,Billing-Ops,2735,0.6884,0.4819,2026-03-09T04:01:29
CONT-A7661A74,SESS-49BE3E8B,Account Management,Healthcare,Mobile App,fr,8,1,0,,,184,0.6128,0.729,2026-03-27T17:53:40
CONT-978E6AF0,SESS-5EE49F65,Order Status,Financial Services,Kiosk,en,4,0,0,,,117,0.4274,0.2992,2026-03-09T17:04:38
CONT-6C9C0264,SESS-74C9D61C,Subscription Management,Financial Services,Kiosk,en,7,0,1,2.7,General-Service,201,0.6081,0.4052,2026-03-21T03:50:54
CONT-497C65BC,SESS-754624FA,Billing Inquiry,Healthcare,IVR,de,20,0,1,,General-Service,1610,0.6512,0.4558,2026-03-17T09:52:54
CONT-A7B3C928,SESS-8790D43C,Billing Inquiry,Travel,IVR,de,17,0,1,,Tech-Escalation,1329,0.5753,0.4027,2026-03-10T20:14:26
CONT-AF6CDA6F,SESS-07E4309D,Account Management,Retail,IVR,en,4,0,0,2.7,,163,0.6419,0.4188,2026-03-10T05:14:13
CONT-67F31972,SESS-87FD42F7,Password Reset,Financial Services,Web,en,16,0,1,1.7,Tech-Escalation,1188,0.7838,0.4155,2026-04-02T23:06:24
CONT-0839A32B,SESS-6BA39ABE,Technical Troubleshooting,Technology,Kiosk,es,12,1,0,,,343,0.905,0.9335,2026-03-29T12:56:46
CONT-8A79340B,SESS-D125DAD8,Loyalty Program,Travel,Kiosk,en,8,0,0,1.7,,498,0.7023,0.3829,2026-03-23T22:52:00
CONT-58211FE9,SESS-1AB33ACE,Technical Troubleshooting,Retail,IVR,en,11,1,0,4.2,,440,0.8523,0.8929,2026-03-30T02:23:57
CONT-9EC714AE,SESS-CAF98F7A,General Inquiry,Technology,Web,en,15,1,0,3.3,,941,0.6404,0.7542,2026-03-29T11:35:21
CONT-6DF3F708,SESS-BF4C9985,Account Management,Financial Services,IVR,es,15,0,1,,General-Service,1736,0.6772,0.474,2026-03-26T17:08:30
CONT-6378C2A2,SESS-2D0B8372,Password Reset,Healthcare,Kiosk,es,16,1,0,,,746,0.6613,0.7629,2026-03-13T13:59:44
CONT-4556C428,SESS-78B38266,General Inquiry,Technology,Kiosk,en,15,1,0,,,1036,0.5087,0.6561,2026-04-05T18:58:26
CONT-841D5B36,SESS-CAA0D299,Returns & Refunds,Financial Services,Mobile App,en,15,1,0,,,496,0.4759,0.6331,2026-03-29T09:48:07
CONT-6BA72231,SESS-ACEEB2A4,Billing Inquiry,Retail,Mobile App,en,11,1,0,1.2,,657,0.6393,0.6277,2026-03-28T03:00:45
CONT-8A013ED5,SESS-B8979574,Order Status,Technology,Web,en,11,1,0,4.9,,414,0.4845,0.7878,2026-03-13T16:19:52
CONT-405BE034,SESS-63A02B2D,Subscription Management,Financial Services,Partner API,de,10,1,0,2.0,,401,0.3706,0.5682,2026-03-25T18:25:24
CONT-84278974,SESS-3B895153,Order Status,Healthcare,Web,es,7,1,0,,,1407,0.875,0.9125,2026-03-30T14:51:32
CONT-1C422D0D,SESS-F8AA7EEE,Account Management,Retail,Web,ja,10,1,0,,,662,0.6395,0.7476,2026-03-29T17:38:38
CONT-BC22D510,SESS-B9ED9578,Product Support,Retail,Web,en,18,1,0,2.7,,1719,0.5368,0.6767,2026-03-19T18:36:08
CONT-3E75E0F5,SESS-EA559B0F,Loyalty Program,Technology,IVR,en,15,1,0,,,2127,0.2273,0.4591,2026-03-28T20:51:08
CONT-3CF40168,SESS-82BD3991,Password Reset,Financial Services,Mobile App,en,16,1,0,,,599,0.8197,0.8738,2026-03-26T00:10:57
CONT-5A09B2AA,SESS-560F6E6A,Returns & Refunds,Retail,Mobile App,en,18,1,0,2.9,,1608,0.427,0.6448,2026-04-01T14:33:22
CONT-15FFEF4E,SESS-7BEB8692,Billing Inquiry,Retail,Partner API,en,14,0,1,,Tech-Escalation,1881,0.6247,0.4373,2026-03-29T14:52:13
CONT-66C53610,SESS-25CFDD8B,Billing Inquiry,Retail,Mobile App,en,2,0,0,,,76,0.5533,0.3873,2026-04-02T06:39:27
CONT-65EBF4B7,SESS-B06973F7,Returns & Refunds,Retail,Web,en,18,0,0,,,648,0.9582,0.6707,2026-03-11T09:10:09
CONT-EF4F7C26,SESS-227B1168,Order Status,Financial Services,IVR,en,19,0,0,4.7,,304,1.0,0.682,2026-04-05T20:59:18
CONT-D0AA31E7,SESS-A25BA3B1,General Inquiry,Technology,Web,en,2,1,0,,,145,0.9076,0.9353,2026-03-08T06:00:48
CONT-A2A5BB3B,SESS-1FEC54A1,Product Support,Travel,IVR,ja,19,1,0,3.9,,299,0.5891,0.7696,2026-03-07T04:40:40
CONT-376F03F7,SESS-0D9E8B78,General Inquiry,Technology,Kiosk,es,13,1,0,4.2,,892,0.0918,0.5887,2026-03-12T02:56:44
CONT-D388FA81,SESS-197330AD,Account Management,Financial Services,Kiosk,en,20,1,0,3.5,,470,0.8775,0.861,2026-03-28T15:54:33
CONT-E383B52A,SESS-C26E2DDA,Product Support,Technology,Partner API,en,15,0,1,,Billing-Ops,804,0.8589,0.6012,2026-03-18T23:55:17
CONT-CCD24B2B,SESS-85504C84,Subscription Management,Travel,Web,zh,9,1,0,,,222,0.3494,0.5446,2026-03-26T23:11:55
CONT-5473931F,SESS-418D368C,Account Management,Healthcare,Web,es,4,1,0,1.7,,93,0.6932,0.6793,2026-03-23T06:10:51
CONT-A914C51F,SESS-89BEEFDB,Password Reset,Financial Services,Partner API,pt,1,1,0,2.9,,32,0.3255,0.6042,2026-03-17T08:08:00
CONT-F5DAA93D,SESS-B3BA7B0D,Order Status,Retail,Mobile App,en,12,0,1,2.5,Tech-Escalation,712,0.3561,0.2924,2026-03-19T14:54:21
CONT-4C75C281,SESS-D942BA2C,Password Reset,Healthcare,Mobile App,zh,16,1,0,,,341,0.7966,0.8576,2026-03-13T04:48:47
CONT-39A9ED2B,SESS-776573B0,Order Status,Healthcare,Kiosk,en,20,1,0,3.9,,1083,0.857,0.8768,2026-04-02T11:27:32
CONT-A24E6C14,SESS-29A461D5,Technical Troubleshooting,Retail,IVR,fr,15,1,0,,,230,1.0,1.0,2026-03-16T15:23:33
CONT-88A80658,SESS-C6D1CA83,Loyalty Program,Healthcare,Kiosk,en,16,1,0,1.4,,1691,0.4118,0.5487,2026-03-08T15:35:50
CONT-80AD1F63,SESS-821EEEF4,Account Management,Financial Services,IVR,pt,14,1,0,,,1437,0.3629,0.554,2026-03-08T09:03:53
CONT-0E8B9BB1,SESS-8AEB0C0B,Subscription Management,Travel,IVR,es,12,1,0,,,586,0.5834,0.7084,2026-03-19T00:46:19
CONT-082274BB,SESS-55CF76D7,Loyalty Program,Healthcare,Web,de,19,0,1,1.1,Billing-Ops,271,0.7981,0.3852,2026-03-13T22:16:07
CONT-8C203B79,SESS-98C2D7D5,Billing Inquiry,Retail,Web,en,10,1,0,,,889,0.7755,0.8429,2026-03-28T02:32:38
CONT-221FC9DD,SESS-B26B1282,Billing Inquiry,Healthcare,Partner API,en,17,0,0,,,844,0.6834,0.4784,2026-03-27T06:41:49
CONT-55905B3A,SESS-48A3CC2D,Billing Inquiry,Travel,Kiosk,de,12,1,0,,,582,0.656,0.7592,2026-03-30T17:58:58
CONT-C47AC390,SESS-BC8C8895,Password Reset,Retail,Mobile App,fr,6,0,0,,,248,0.556,0.3892,2026-03-31T06:50:36
CONT-CF9A371F,SESS-04AFAEDA,Order Status,Healthcare,Kiosk,zh,4,1,0,,,89,0.5884,0.7119,2026-03-08T18:32:15
CONT-96DB7730,SESS-23BC1B41,Technical Troubleshooting,Technology,IVR,en,6,1,0,,,135,0.5296,0.6707,2026-03-14T11:06:52
CONT-81C99817,SESS-48528520,Product Support,Travel,Kiosk,en,6,0,1,,General-Service,200,0.0667,0.0467,2026-03-09T19:43:10
CONT-76BBD915,SESS-951C2598,Product Support,Retail,Kiosk,en,7,1,0,3.1,,602,0.8733,0.8353,2026-03-10T00:55:13
CONT-B53D3940,SESS-89FFB7BA,Loyalty Program,Retail,Partner API,en,3,0,1,2.6,Tier1-Support,155,0.2306,0.2482,2026-03-16T16:27:20
CONT-E096BD2E,SESS-0F0E4EF0,Account Management,Technology,Web,en,6,1,0,,,302,0.6325,0.7427,2026-03-17T23:10:40
CONT-6631B248,SESS-6FDF19BB,Account Management,Technology,Web,en,7,0,0,,,485,0.5963,0.4174,2026-03-27T05:08:07
CONT-4CC7A8FD,SESS-07E82C25,Order Status,Healthcare,IVR,ja,13,0,1,,Tier1-Support,201,0.6608,0.4626,2026-03-13T08:10:21
CONT-4D70DC10,SESS-8FBFFD6B,Returns & Refunds,Healthcare,Mobile App,en,20,1,0,,,803,0.422,0.5954,2026-03-16T22:54:43
CONT-D85C5242,SESS-5D6916B4,Product Support,Retail,IVR,zh,6,0,0,,,652,0.3041,0.2129,2026-03-24T19:09:58
CONT-25E89AC9,SESS-66AEF5EC,Returns & Refunds,Technology,Web,en,11,1,0,1.4,,327,0.4803,0.5761,2026-03-16T03:29:06
CONT-909FF5D6,SESS-3571CE34,Subscription Management,Financial Services,Kiosk,es,14,1,0,,,273,0.6826,0.7778,2026-03-24T17:03:44
CONT-AA75BEEC,SESS-3828BAE0,General Inquiry,Technology,Web,es,9,0,0,4.8,,1135,0.7961,0.6064,2026-03-28T03:29:02
CONT-781982AA,SESS-79792D35,General Inquiry,Technology,IVR,fr,20,1,0,1.5,,1180,0.7384,0.6854,2026-03-08T18:49:52
CONT-762D0FE3,SESS-D20584B2,Order Status,Healthcare,Mobile App,fr,19,1,0,,,609,0.764,0.8348,2026-03-19T04:34:49
CONT-4BEA22A4,SESS-303529AC,Returns & Refunds,Financial Services,Partner API,en,14,0,0,3.5,,542,0.7764,0.5206,2026-03-09T18:47:37
CONT-1881C203,SESS-4F3F1ED5,Loyalty Program,Technology,Mobile App,en,1,0,1,,Billing-Ops,92,0.8197,0.5738,2026-03-14T06:39:54
CONT-B57FE1BC,SESS-D8A8A8E5,Loyalty Program,Technology,Kiosk,en,5,1,0,,,629,0.7014,0.791,2026-03-16T04:05:26
CONT-DDE0EFCD,SESS-DEB2337C,General Inquiry,Technology,IVR,pt,4,1,0,,,64,0.5106,0.6574,2026-04-04T23:16:02
CONT-89612CA3,SESS-00A3D47E,Password Reset,Financial Services,Kiosk,en,1,1,0,,,21,0.9464,0.9625,2026-03-23T15:50:37
CONT-24470636,SESS-54A5B213,Product Support,Financial Services,Kiosk,en,18,1,0,4.0,,675,0.6795,0.8118,2026-03-14T23:06:47
CONT-0C841679,SESS-4076980C,Returns & Refunds,Travel,Partner API,en,19,0,1,,Billing-Ops,2370,0.614,0.4298,2026-03-28T08:08:07
CONT-9E76118B,SESS-3EFDA5A6,General Inquiry,Healthcare,Partner API,en,15,1,0,,,397,1.0,1.0,2026-03-18T09:48:33
CONT-09979186,SESS-B9261A58,Account Management,Technology,Mobile App,en,6,1,0,1.5,,306,0.3659,0.5364,2026-03-21T03:23:57
CONT-1295C610,SESS-A788F017,Product Support,Travel,Partner API,en,18,1,0,,,848,0.7675,0.8372,2026-03-13T22:06:33
CONT-52E21285,SESS-8770F4D3,Technical Troubleshooting,Technology,Web,en,4,1,0,1.7,,167,0.8504,0.7422,2026-04-01T20:47:05
CONT-7CABAB1B,SESS-7ADB63DF,Password Reset,Travel,Mobile App,en,9,1,0,,,285,0.4311,0.6018,2026-04-04T09:40:26
CONT-558B1A7C,SESS-70C42884,Product Support,Travel,Kiosk,en,4,0,0,,,117,0.9918,0.6943,2026-03-23T19:15:10
CONT-AD7E2E92,SESS-F9B1C088,Password Reset,Healthcare,Mobile App,en,13,1,0,3.7,,430,0.5214,0.7306,2026-04-01T06:22:36
CONT-CE47B140,SESS-4C444AAE,Billing Inquiry,Travel,Mobile App,de,17,0,0,,,634,0.56,0.392,2026-04-02T07:03:55
CONT-61D15B27,SESS-467D0B43,Billing Inquiry,Financial Services,Web,en,12,0,0,,,1018,0.5061,0.3543,2026-03-10T21:57:47
CONT-D692685E,SESS-DDBCAA6E,Product Support,Technology,Partner API,en,1,0,0,,,127,0.6535,0.4574,2026-03-13T03:21:24
CONT-2441F989,SESS-BBBB10BF,Account Management,Travel,Web,zh,11,1,0,,,245,0.8221,0.8755,2026-03-07T11:14:07
CONT-3395DD36,SESS-8DA13865,Billing Inquiry,Healthcare,Kiosk,en,19,0,1,,Tech-Escalation,848,0.8403,0.5882,2026-03-08T13:29:08
CONT-C6CB6442,SESS-5ABA81C7,Loyalty Program,Financial Services,Partner API,ja,4,0,1,,Tier1-Support,138,0.523,0.3661,2026-03-17T16:16:10
CONT-22F7590C,SESS-FA02A657,Billing Inquiry,Technology,Partner API,en,12,1,0,,,440,0.4284,0.5999,2026-03-20T21:17:58
CONT-D47DDA2E,SESS-1D22CD1B,Subscription Management,Financial Services,Partner API,en,11,1,0,,,543,0.2389,0.4672,2026-03-28T14:34:00
CONT-D9A6FD8B,SESS-7C5DD6B8,Password Reset,Financial Services,Partner API,pt,17,0,0,1.5,,320,0.6494,0.3498,2026-03-23T21:06:24
CONT-B880113D,SESS-AFC92DA4,Password Reset,Financial Services,Web,en,19,1,0,,,1214,0.9807,0.9865,2026-03-29T22:23:27
CONT-7CABAB1B,SESS-CE810631,Product Support,Financial Services,Mobile App,es,6,0,1,,Tech-Escalation,365,0.8111,0.5678,2026-03-21T03:34:13
CONT-B0216D15,SESS-4340730B,Billing Inquiry,Retail,Web,en,6,0,1,2.8,Billing-Ops,674,0.8935,0.5254,2026-03-28T09:12:51
