contact_id,session_id,event_type,page_name,application_channel,business_unit,time_on_page_seconds,scroll_depth_pct,is_bounce,event_timestamp
CONT-B2674BD3,SESS-A7F0D1BC,search,/settings,Kiosk,Financial Services,36,69.9,0,2026-03-12T08:42:53
CONT-D559FC69,SESS-8FC58953,page_view,/orders,Mobile App,Travel,28,7.2,0,2026-03-28T13:28:03
CONT-718DF8AB,SESS-5B6416F5,chat_close,/contact,Partner API,Financial Services,40,96.4,0,2026-03-18T21:44:01
CONT-F79D9A69,SESS-E3CB0A5D,chat_open,/orders,Kiosk,Healthcare,60,89.2,0,2026-03-27T13:49:44
CONT-B14B1BA5,SESS-80847291,form_submit,/support,Web,Travel,10,15.4,0,2026-03-14T03:06:03
CONT-8300A264,SESS-909FC507,page_view,/faq,IVR,Financial Services,28,49.0,0,2026-03-20T22:17:58
CONT-EC9175AB,SESS-AB849F88,button_click,/account,Web,Healthcare,142,39.0,0,2026-03-18T16:05:07
CONT-6E77E927,SESS-CF555A24,chat_close,/home,Mobile App,Retail,19,52.2,0,2026-03-27T02:45:20
CONT-A92EF68D,SESS-4940B8F9,button_click,/billing,Mobile App,Retail,59,25.8,0,2026-03-27T13:09:54
CONT-5473931F,SESS-951C6804,page_view,/home,Mobile App,Travel,154,73.5,0,2026-03-19T05:59:47
CONT-E6F0B5FB,SESS-59725DA1,button_click,/faq,Partner API,Travel,10,14.8,0,2026-03-28T00:21:42
CONT-1481E547,SESS-6C990EFD,chat_open,/home,Partner API,Financial Services,50,81.8,0,2026-03-29T00:40:44
CONT-60197F74,SESS-0C2AC33A,chat_open,/account,Mobile App,Healthcare,56,45.1,0,2026-03-10T03:01:56
CONT-E138B79D,SESS-400F97C7,form_submit,/orders,IVR,Travel,78,48.6,0,2026-03-23T01:42:31
CONT-6DF3F708,SESS-3D3F07EB,chat_close,/products,IVR,Travel,22,4.9,0,2026-03-08T23:22:57
CONT-CCEC9FC2,SESS-E6F430C3,chat_close,/contact,IVR,Financial Services,24,26.8,0,2026-03-13T00:25:50
CONT-0C841679,SESS-82698127,chat_close,/settings,Partner API,Retail,46,74.9,0,2026-04-01T20:00:21
CONT-C6CD864F,SESS-7E86AC00,search,/account,Kiosk,Healthcare,12,11.2,0,2026-03-25T08:15:14
CONT-BC739A87,SESS-0E4DD6F4,form_submit,/support,IVR,Retail,56,39.0,0,2026-04-04T15:15:45
CONT-EEB1E699,SESS-D72F188A,search,/support,Mobile App,Travel,15,13.9,0,2026-03-12T10:07:03
CONT-E372AFE4,SESS-424DA069,button_click,/billing,Mobile App,Healthcare,15,7.9,0,2026-03-25T14:08:54
CONT-E4982AC3,SESS-B6BDFD52,button_click,/contact,Kiosk,Healthcare,24,38.9,0,2026-03-21T15:53:07
CONT-A6373815,SESS-8A88DB1B,search,/faq,Partner API,Retail,199,26.9,0,2026-03-14T14:59:52
CONT-1691F9F0,SESS-8C078984,page_view,/support,Kiosk,Travel,23,17.4,0,2026-03-13T16:20:20
CONT-B7718215,SESS-A2596402,chat_open,/home,Partner API,Technology,15,37.3,0,2026-03-26T16:04:43
CONT-DA589033,SESS-275F27F1,search,/orders,Partner API,Technology,92,5.7,0,2026-03-19T03:30:40
CONT-120B3B42,SESS-940F3C45,chat_close,/orders,IVR,Travel,24,75.1,0,2026-03-28T00:55:20
CONT-83369D85,SESS-E6DD4CE4,chat_open,/billing,Mobile App,Retail,6,35.1,0,2026-03-22T12:13:31
CONT-594DC5C6,SESS-1D8743A3,page_view,/contact,Mobile App,Travel,45,43.9,0,2026-03-13T04:03:48
CONT-9B151C1D,SESS-621E85AA,search,/checkout,Mobile App,Retail,46,71.0,0,2026-03-17T02:03:40
CONT-FF8FA3E1,SESS-37C738F7,chat_close,/settings,IVR,Retail,10,44.3,0,2026-03-22T16:44:45
CONT-4388C778,SESS-9BB54D78,chat_open,/checkout,IVR,Technology,34,4.3,0,2026-03-24T18:11:34
CONT-4C6CE815,SESS-594D8EA8,form_submit,/billing,Mobile App,Technology,12,93.5,0,2026-03-16T18:13:08
CONT-6A75FAD5,SESS-F6E43AA0,chat_open,/faq,Mobile App,Healthcare,24,3.7,0,2026-03-27T05:48:09
CONT-2441F989,SESS-07F35977,form_submit,/checkout,Kiosk,Technology,124,5.3,0,2026-03-17T08:15:13
CONT-4D2BE78B,SESS-92D94391,search,/support,IVR,Financial Services,12,1.4,0,2026-03-16T22:08:51
CONT-9C100BDA,SESS-CEF1F142,chat_open,/checkout,Kiosk,Financial Services,124,93.3,0,2026-03-22T12:00:59
CONT-E4326BE5,SESS-40762867,chat_open,/account,Kiosk,Technology,76,39.8,0,2026-03-31T14:21:04
CONT-587EC1AE,SESS-990383CD,button_click,/checkout,Partner API,Healthcare,12,34.0,0,2026-03-13T00:11:20
CONT-6BA72231,SESS-D1FF7CB9,chat_open,/products,IVR,Healthcare,2,35.2,0,2026-03-09T05:14:29
CONT-80424D05,SESS-1C7C59C6,search,/orders,Kiosk,Travel,45,48.8,0,2026-03-15T10:45:49
CONT-D615EB4B,SESS-60F5B5CC,search,/products,Partner API,Retail,78,72.1,0,2026-03-08T07:56:54
CONT-377FB47C,SESS-9967CDCF,page_view,/faq,Partner API,Healthcare,28,91.7,0,2026-03-10T04:11:54
CONT-D251DBD7,SESS-303E1174,chat_open,/contact,Web,Financial Services,116,83.1,0,2026-03-12T17:03:19
CONT-414525F2,SESS-DDB0DBEA,chat_close,/home,Partner API,Healthcare,27,4.8,0,2026-03-21T12:52:24
CONT-AC590620,SESS-00B75825,chat_open,/checkout,Web,Travel,51,12.7,0,2026-03-19T15:46:13
CONT-BB67483F,SESS-D1716C08,chat_close,/account,Partner API,Travel,83,5.0,0,2026-03-13T21:42:29
CONT-BEA48FC1,SESS-C8E99D55,chat_open,/billing,Partner API,Financial Services,12,82.2,0,2026-03-15T23:13:05
CONT-0B28AB1F,SESS-0EB67052,chat_close,/contact,Partner API,Healthcare,8,23.0,0,2026-03-22T11:05:17
CONT-80E6448A,SESS-CFF975A1,chat_open,/support,Web,Travel,8,4.1,0,2026-03-17T20:58:19
CONT-069575BA,SESS-D259403E,chat_open,/billing,Mobile App,Travel,18,79.2,0,2026-03-31T01:01:59
CONT-4C75C281,SESS-E4892196,button_click,/billing,Mobile App,Financial Services,5,69.4,0,2026-03-14T17:43:14
CONT-7977D5B1,SESS-3BD60BA2,chat_open,/support,Mobile App,Financial Services,19,88.5,0,2026-03-21T23:24:32
CONT-D0EC3101,SESS-3898B8AC,chat_open,/orders,Web,Financial Services,51,87.9,0,2026-03-22T02:54:39
CONT-59C8DFCE,SESS-5B240CA6,button_click,/products,Partner API,Technology,22,71.3,0,2026-03-14T20:59:58
CONT-AB289122,SESS-CD406020,page_view,/account,Mobile App,Travel,2,56.6,1,2026-03-12T17:15:07
CONT-B26F889E,SESS-FEEADC72,button_click,/orders,Web,Technology,18,52.0,0,2026-03-21T10:42:53
CONT-2A9B0FEF,SESS-9E1BE713,search,/home,Partner API,Travel,11,48.4,0,2026-03-13T02:59:17
CONT-893F2F5C,SESS-931A0645,page_view,/support,IVR,Technology,3,96.3,1,2026-03-28T02:26:08
CONT-41277815,SESS-BB2369F0,button_click,/home,IVR,Healthcare,85,73.1,0,2026-03-12T01:10:53
CONT-06461D0E,SESS-72586AC9,page_view,/settings,Partner API,Travel,41,9.0,0,2026-04-03T13:40:30
CONT-8B48AF51,SESS-E8888029,button_click,/products,Kiosk,Financial Services,23,67.5,0,2026-03-23T17:06:43
CONT-BDA56C3F,SESS-24B3ADD2,form_submit,/products,Partner API,Retail,7,52.9,0,2026-03-27T22:32:31
CONT-2E20C3CB,SESS-CED6B60E,chat_open,/billing,IVR,Travel,208,26.2,0,2026-03-10T08:14:16
CONT-33DD228F,SESS-C353669A,chat_close,/orders,Mobile App,Travel,68,93.8,0,2026-03-20T16:27:42
CONT-95B40AF6,SESS-48300073,search,/contact,Mobile App,Retail,89,64.4,0,2026-03-25T11:41:00
CONT-4E56B438,SESS-2045BCB0,search,/home,IVR,Healthcare,8,74.3,0,2026-03-11T07:08:39
CONT-2B6461C3,SESS-FF2D9D25,chat_open,/support,Web,Travel,8,51.5,0,2026-03-08T19:50:19
CONT-2B7E1071,SESS-600C2282,page_view,/settings,Partner API,Financial Services,42,8.6,0,2026-03-22T10:26:21
CONT-9189BF80,SESS-734B5D82,chat_open,/home,Web,Technology,16,43.4,0,2026-03-21T13:15:48
CONT-8F88EC99,SESS-474BF730,chat_open,/account,Mobile App,Healthcare,33,52.2,0,2026-03-27T10:37:22
CONT-4210A2E4,SESS-E358BCD5,form_submit,/billing,Mobile App,Healthcare,57,64.4,0,2026-03-17T08:22:03
CONT-30F80ACD,SESS-69A758BC,form_submit,/account,Partner API,Healthcare,53,49.7,0,2026-04-03T14:23:50
CONT-7190FA7D,SESS-99D0831C,chat_open,/checkout,Mobile App,Technology,45,49.0,0,2026-03-27T02:24:02
CONT-AE525C32,SESS-5389BE3D,chat_close,/faq,Kiosk,Financial Services,65,83.2,0,2026-04-02T03:29:15
CONT-1DE66AF1,SESS-7AD9F0FF,chat_open,/home,Partner API,Healthcare,31,62.7,0,2026-03-25T11:15:41
CONT-7801A083,SESS-38E2ED5D,chat_open,/settings,Partner API,Travel,19,29.1,0,2026-04-05T10:13:22
CONT-49A9E28C,SESS-2B51DCC4,search,/support,Partner API,Technology,19,21.4,0,2026-03-10T00:04:49
CONT-24E2A71A,SESS-63D8A119,form_submit,/orders,IVR,Technology,210,2.9,0,2026-04-05T11:47:20
CONT-66C53610,SESS-58A1D5FA,form_submit,/contact,Kiosk,Technology,82,77.1,0,2026-03-31T03:18:39
CONT-62AEB7AB,SESS-8D112312,chat_close,/home,Partner API,Financial Services,55,23.4,0,2026-03-30T02:49:40
CONT-20F7F2E9,SESS-34BA089E,form_submit,/home,Mobile App,Financial Services,67,11.9,0,2026-04-02T02:37:16
CONT-95B40AF6,SESS-BCA84247,chat_close,/faq,Partner API,Technology,51,37.6,0,2026-03-14T04:30:41
CONT-1CF6AFF0,SESS-1F3350EA,form_submit,/account,Web,Retail,651,90.6,0,2026-03-30T21:23:57
CONT-066E5ADB,SESS-E05A3DD7,form_submit,/account,Partner API,Travel,3,85.8,0,2026-03-09T17:10:45
CONT-15FFEF4E,SESS-E7150699,form_submit,/checkout,Partner API,Retail,8,22.2,0,2026-04-04T20:26:04
CONT-5A7E0D71,SESS-0EFC7C41,chat_open,/billing,Kiosk,Healthcare,27,95.5,0,2026-03-30T22:42:01
CONT-BCDCA20D,SESS-DDD0B234,form_submit,/settings,Kiosk,Retail,195,22.1,0,2026-03-12T21:36:59
CONT-D925F7DC,SESS-57952BCA,search,/home,Partner API,Technology,39,94.8,0,2026-03-07T12:11:34
CONT-262961CD,SESS-3C2A3A6C,form_submit,/checkout,Web,Healthcare,40,2.5,0,2026-03-17T02:46:37
CONT-FFBEDFA1,SESS-12CC326C,button_click,/checkout,Mobile App,Retail,10,57.1,0,2026-04-03T12:58:44
CONT-4B83C6E3,SESS-842DD22D,search,/checkout,IVR,Travel,2,68.7,0,2026-03-18T06:33:31
CONT-6C5C9D43,SESS-14AC7425,form_submit,/products,Kiosk,Technology,101,45.6,0,2026-03-23T14:28:59
CONT-8A79340B,SESS-43ED3064,search,/support,Kiosk,Financial Services,123,99.0,0,2026-03-11T00:18:18
CONT-1324F705,SESS-1B740C96,search,/checkout,Web,Financial Services,17,52.9,0,2026-03-18T18:15:29
CONT-B9EE64C8,SESS-2D52DDA0,chat_open,/contact,Partner API,Financial Services,42,69.8,0,2026-04-03T05:48:44
CONT-FCB0889C,SESS-5BEA36D7,button_click,/checkout,Partner API,Retail,26,21.4,0,2026-03-16T04:30:08
CONT-8F88EC99,SESS-E1B376BD,chat_close,/billing,Mobile App,Retail,26,77.9,0,2026-03-08T02:08:13
CONT-A1AE56BE,SESS-04DA55FA,page_view,/contact,IVR,Travel,71,56.9,0,2026-03-10T06:14:52
CONT-B1FF2458,SESS-DFE2E800,page_view,/checkout,Partner API,Travel,96,58.5,0,2026-03-16T22:55:43
CONT-50EBCEDB,SESS-401BA1A8,button_click,/support,Mobile App,Retail,35,7.0,0,2026-03-24T16:17:00
CONT-2DE11F09,SESS-4F0F32D7,button_click,/products,Partner API,Travel,24,3.3,0,2026-03-10T12:24:35
CONT-36273E76,SESS-0E2ABB21,button_click,/home,Kiosk,Financial Services,17,73.5,0,2026-03-25T16:05:50
CONT-142230EF,SESS-D927E7E0,chat_open,/support,Partner API,Financial Services,90,93.3,0,2026-03-25T06:51:08
CONT-38743AAD,SESS-F271EEA2,form_submit,/account,Kiosk,Travel,52,37.3,0,2026-03-26T13:08:45
CONT-D388FA81,SESS-FB59AA2B,search,/settings,Kiosk,Technology,37,38.7,0,2026-03-16T03:50:45
CONT-12DE6B83,SESS-BDE09DF9,chat_open,/billing,Partner API,Healthcare,8,67.1,0,2026-03-28T18:25:01
CONT-A73C6078,SESS-C33ADFB3,chat_open,/products,Kiosk,Healthcare,43,13.4,0,2026-03-30T23:32:54
CONT-EF9ECED8,SESS-F7FC916B,chat_close,/orders,IVR,Healthcare,45,62.2,0,2026-03-18T10:35:04
CONT-DD42E581,SESS-0359613C,page_view,/orders,Web,Travel,47,30.2,0,2026-03-29T09:10:34
CONT-24470636,SESS-4A05E069,page_view,/billing,IVR,Healthcare,19,54.2,0,2026-03-18T21:51:36
CONT-C9E5A69A,SESS-1662DCBE,form_submit,/checkout,IVR,Travel,395,52.5,0,2026-03-08T16:56:59
CONT-52E21285,SESS-A401D98D,page_view,/products,Web,Travel,88,90.1,0,2026-04-01T20:14:55
CONT-4B199A56,SESS-8D90E05F,chat_open,/faq,Kiosk,Healthcare,37,63.3,0,2026-03-31T18:53:33
CONT-39CC14A9,SESS-7960FF44,button_click,/orders,Kiosk,Travel,136,73.9,0,2026-04-05T15:09:50
CONT-34F966AB,SESS-43B3BE6B,button_click,/billing,IVR,Technology,28,1.0,0,2026-04-04T23:18:55
CONT-1B99507D,SESS-135DD7AE,chat_open,/products,Mobile App,Retail,7,18.3,0,2026-03-07T08:41:43
CONT-A63E9D08,SESS-E30ABC21,button_click,/account,IVR,Healthcare,43,82.6,0,2026-04-02T01:27:15
CONT-8A1A36F0,SESS-00801D68,form_submit,/account,Kiosk,Retail,31,41.6,0,2026-03-27T05:48:25
CONT-562723F4,SESS-EB7F8452,page_view,/support,Kiosk,Healthcare,121,58.1,0,2026-04-01T21:32:15
CONT-7CB6E3BE,SESS-16D3F744,chat_open,/billing,Kiosk,Financial Services,35,73.1,0,2026-04-03T01:07:36
CONT-F30B7220,SESS-44F155CF,page_view,/orders,Web,Travel,22,36.4,0,2026-04-05T23:03:33
CONT-586E7E0A,SESS-26327EB6,search,/products,Kiosk,Retail,124,18.8,0,2026-03-26T04:56:48
CONT-C9A5AE2E,SESS-567A237C,page_view,/settings,IVR,Financial Services,12,5.4,0,2026-03-28T11:44:18
CONT-7BF03133,SESS-4948AF15,search,/contact,Kiosk,Technology,24,40.5,0,2026-03-31T21:33:55
CONT-A417E788,SESS-66661ABD,form_submit,/contact,IVR,Technology,26,13.7,0,2026-03-25T22:17:33
CONT-61370742,SESS-6469A418,search,/faq,Mobile App,Healthcare,25,70.3,0,2026-03-21T08:42:02
CONT-88880D61,SESS-4E40F339,button_click,/settings,Web,Retail,25,47.7,0,2026-04-01T17:49:40
CONT-2B9E3595,SESS-6D5C709D,search,/account,Mobile App,Healthcare,48,14.7,0,2026-04-02T10:06:21
CONT-3B61623F,SESS-F5A8340E,chat_close,/contact,IVR,Travel,397,27.8,0,2026-03-29T22:33:40
CONT-509C9E2D,SESS-4870504B,button_click,/support,Partner API,Retail,16,15.9,0,2026-03-24T07:47:38
CONT-55E28F95,SESS-A2AF9F12,chat_close,/home,IVR,Financial Services,61,28.6,0,2026-03-20T19:34:24
CONT-2B9E3595,SESS-685E1146,page_view,/checkout,Mobile App,Healthcare,43,53.1,0,2026-03-12T02:19:16
CONT-16B7B293,SESS-C386BA65,chat_close,/orders,Partner API,Travel,269,36.6,0,2026-03-26T19:44:33
CONT-A2AC876D,SESS-45580534,search,/orders,Kiosk,Healthcare,9,36.8,0,2026-03-18T14:53:15
CONT-13351865,SESS-AB083233,page_view,/checkout,Mobile App,Retail,35,50.5,0,2026-03-14T17:42:03
CONT-C010BB26,SESS-60E0A2D7,button_click,/products,Mobile App,Healthcare,71,17.4,0,2026-04-05T23:51:56
CONT-9F45712E,SESS-8BE0620E,page_view,/settings,IVR,Technology,32,83.6,0,2026-03-30T22:11:59
CONT-0240CD87,SESS-27F74B0D,search,/settings,IVR,Technology,125,11.9,0,2026-04-01T03:32:01
CONT-74E2D6DD,SESS-5D069909,page_view,/home,Kiosk,Technology,38,88.2,0,2026-03-19T13:59:52
CONT-7C6C8B84,SESS-11593B55,chat_open,/settings,Mobile App,Retail,174,32.6,0,2026-03-14T23:37:07
CONT-9C148817,SESS-8F77D58B,search,/orders,Web,Technology,36,0.7,0,2026-03-10T10:02:28
CONT-2B9E3595,SESS-927219FE,chat_open,/checkout,Kiosk,Financial Services,10,41.5,0,2026-03-23T21:37:41
CONT-95438484,SESS-3A7C8BB9,form_submit,/checkout,Partner API,Retail,62,5.2,0,2026-03-28T00:39:45
CONT-27C19329,SESS-9CFDF8C8,form_submit,/contact,Mobile App,Retail,68,51.6,0,2026-03-07T08:06:37
CONT-669DF94A,SESS-DA2C3CF9,chat_close,/contact,Partner API,Healthcare,22,78.7,0,2026-03-07T08:44:51
CONT-2BB11392,SESS-730251FD,search,/faq,Partner API,Travel,87,32.1,0,2026-03-21T08:59:40
CONT-E83E3232,SESS-BC456BCF,page_view,/checkout,Partner API,Retail,42,91.3,0,2026-03-26T01:38:33
CONT-D80C9D09,SESS-2FE64DA7,form_submit,/checkout,IVR,Travel,56,89.7,0,2026-03-20T02:29:10
CONT-706A4685,SESS-A9191A51,chat_close,/billing,Mobile App,Healthcare,55,21.5,0,2026-03-27T07:41:18
CONT-75115614,SESS-E2B869AB,button_click,/support,Web,Retail,12,69.2,0,2026-03-19T10:51:40
CONT-8CD2D96D,SESS-3686D985,form_submit,/home,IVR,Retail,50,43.6,0,2026-03-22T02:38:59
CONT-60C3A876,SESS-A06A072D,page_view,/contact,Kiosk,Financial Services,33,46.9,0,2026-03-22T21:46:25
CONT-7E8EDD51,SESS-3791B48D,button_click,/settings,IVR,Technology,19,2.7,0,2026-03-19T03:02:48
CONT-6744DC8A,SESS-A782B6DC,search,/support,Partner API,Financial Services,22,37.5,0,2026-03-13T04:06:57
CONT-9C40CA66,SESS-EF7DAEED,chat_open,/account,Kiosk,Financial Services,33,37.8,0,2026-03-24T15:40:25
CONT-D0EBCAEA,SESS-FF938AAD,button_click,/account,Mobile App,Technology,21,77.4,0,2026-03-11T08:45:14
CONT-3BFDE282,SESS-A6A99E54,form_submit,/support,Partner API,Healthcare,71,44.4,0,2026-03-18T22:48:20
CONT-EE58A101,SESS-8924900C,search,/billing,Web,Retail,16,56.8,0,2026-03-18T14:39:10
CONT-5CC9DA59,SESS-20D8485D,chat_open,/billing,Mobile App,Retail,6,79.2,0,2026-04-03T00:23:29
CONT-BDB7EB8C,SESS-BC2080E4,page_view,/support,Partner API,Retail,132,23.5,0,2026-03-18T20:53:05
CONT-4AB7F20F,SESS-451FB79A,chat_open,/billing,Web,Travel,47,13.0,0,2026-03-15T05:14:06
CONT-55523DCD,SESS-6B5AF65F,chat_close,/products,Kiosk,Retail,17,80.9,0,2026-03-23T12:53:49
CONT-434E5682,SESS-5FCFB004,button_click,/billing,Web,Healthcare,127,75.4,0,2026-03-12T11:22:13
CONT-034A9BE3,SESS-D9FAAAD7,chat_close,/account,Web,Retail,13,16.0,0,2026-03-13T00:22:59
CONT-5A649855,SESS-C399365D,page_view,/contact,Mobile App,Travel,35,64.9,0,2026-03-16T19:00:01
CONT-365B05CA,SESS-9B7F6D7C,chat_open,/contact,Partner API,Financial Services,193,24.3,0,2026-03-17T13:48:32
CONT-BBD8A2FA,SESS-B7576E44,button_click,/settings,Mobile App,Technology,37,44.8,0,2026-03-29T14:21:08
CONT-FEE0D886,SESS-95331331,button_click,/home,IVR,Healthcare,26,94.7,0,2026-03-25T08:26:05
CONT-4C55229E,SESS-CEFD5ECC,page_view,/settings,Web,Retail,23,87.5,0,2026-03-23T11:23:43
CONT-22F34A49,SESS-727E6966,page_view,/billing,IVR,Financial Services,13,95.8,0,2026-03-16T22:00:21
CONT-E520E76E,SESS-ADFC8445,page_view,/settings,Partner API,Healthcare,39,46.4,0,2026-03-22T11:56:40
CONT-0EBD5A52,SESS-1D76A254,chat_open,/orders,Partner API,Retail,60,33.5,0,2026-03-27T09:08:43
CONT-E9748730,SESS-7137E961,chat_open,/faq,Partner API,Financial Services,11,64.8,0,2026-03-13T03:03:26
CONT-7988F2DA,SESS-2EDA3C4F,search,/home,Partner API,Healthcare,44,40.9,0,2026-04-01T19:59:45
CONT-68A20E89,SESS-ED3E7644,chat_close,/faq,Mobile App,Travel,34,0.6,0,2026-03-18T07:03:32
CONT-523084AA,SESS-70419C04,button_click,/billing,IVR,Technology,46,65.8,0,2026-03-14T21:20:52
CONT-A7BDDFFF,SESS-F8A5F299,chat_close,/billing,Web,Healthcare,55,3.9,0,2026-03-17T22:20:41
CONT-D0AA31E7,SESS-496B0FC4,form_submit,/account,Web,Healthcare,114,37.6,0,2026-03-18T08:18:54
CONT-4993870E,SESS-312D6059,chat_open,/checkout,IVR,Travel,7,86.2,0,2026-03-20T01:22:19
CONT-AE8D2735,SESS-8D1221F5,button_click,/support,Partner API,Retail,62,12.8,0,2026-03-25T08:58:07
CONT-E8764E30,SESS-730CB842,page_view,/contact,Web,Financial Services,7,17.4,0,2026-04-03T15:52:44
CONT-461C5353,SESS-F9AFA3A7,chat_open,/billing,Mobile App,Retail,51,82.0,0,2026-03-16T12:58:39
CONT-D07C8744,SESS-881EEC98,search,/contact,IVR,Retail,39,32.9,0,2026-03-19T01:41:37
CONT-D410B9AB,SESS-1FD05539,form_submit,/home,Mobile App,Healthcare,4,14.3,0,2026-04-04T06:02:49
CONT-6B1BA31C,SESS-DA024BDB,button_click,/orders,Mobile App,Technology,169,15.4,0,2026-03-22T17:00:13
CONT-B8011E5E,SESS-AD746F5D,button_click,/billing,Kiosk,Healthcare,43,46.0,0,2026-03-20T08:19:31
CONT-8096E8CF,SESS-D733E594,button_click,/checkout,IVR,Travel,66,91.9,0,2026-04-01T21:57:09
CONT-ED2D539F,SESS-BD1E985B,form_submit,/home,Partner API,Retail,67,29.1,0,2026-03-19T08:58:05
CONT-B5813F61,SESS-E285697E,button_click,/settings,Partner API,Technology,6,31.2,0,2026-03-28T19:55:37
CONT-81744922,SESS-D69F4CDD,button_click,/products,Kiosk,Technology,8,21.1,0,2026-03-23T14:24:17
CONT-587EC1AE,SESS-54A10DD1,search,/billing,Mobile App,Retail,7,70.2,0,2026-03-20T04:12:57
CONT-37CF04D0,SESS-6D53E897,chat_open,/faq,Mobile App,Healthcare,84,86.4,0,2026-03-09T09:07:55
CONT-D68F56EB,SESS-0D0E7EAA,chat_open,/home,Partner API,Technology,10,87.3,0,2026-03-13T15:13:39
CONT-E6C6F1ED,SESS-2CD92B13,form_submit,/home,Mobile App,Travel,21,11.2,0,2026-04-03T01:47:57
CONT-E49EE72D,SESS-38469CE7,search,/faq,Web,Financial Services,36,48.6,0,2026-03-13T11:37:43
CONT-2DE11F09,SESS-AAAB7E17,form_submit,/support,IVR,Travel,39,99.4,0,2026-03-20T17:47:44
CONT-3E555CE6,SESS-1393BD63,form_submit,/support,Mobile App,Travel,124,22.2,0,2026-03-13T17:01:17
CONT-FB275D38,SESS-99DD241E,chat_close,/support,IVR,Healthcare,14,78.6,0,2026-03-16T02:20:49
CONT-993CFFBB,SESS-1EE559CA,search,/account,Kiosk,Travel,8,85.8,0,2026-03-18T06:47:19
CONT-F4499583,SESS-1CA87C5E,button_click,/home,Web,Technology,38,51.2,0,2026-03-30T01:00:59
CONT-DE3E60DB,SESS-92B939E8,button_click,/checkout,IVR,Healthcare,43,63.7,0,2026-03-11T23:27:50
CONT-3CF40168,SESS-56DD25D8,button_click,/checkout,IVR,Technology,9,18.9,0,2026-03-15T18:38:39
CONT-13A0D8ED,SESS-9FD7CC22,page_view,/orders,Partner API,Retail,16,16.9,0,2026-03-15T04:12:49
CONT-F4DB1F10,SESS-D224E036,chat_close,/billing,Mobile App,Financial Services,36,85.8,0,2026-04-01T03:10:35
CONT-9F50C471,SESS-BA3DE857,chat_close,/faq,Web,Healthcare,38,47.4,0,2026-03-23T15:05:00
CONT-75115614,SESS-0BEBF09F,search,/account,Partner API,Healthcare,17,6.6,0,2026-03-14T12:30:47
CONT-995911CE,SESS-A6E8FDE4,chat_close,/home,Mobile App,Healthcare,6,19.9,0,2026-03-28T23:08:55
CONT-358792FA,SESS-165CE70C,search,/products,Kiosk,Financial Services,6,85.2,0,2026-03-27T15:55:49
CONT-C898BE3E,SESS-8A0325A8,button_click,/account,Mobile App,Travel,65,31.0,0,2026-03-16T09:06:42
CONT-CF7482AF,SESS-E417FC5D,chat_open,/checkout,IVR,Retail,175,11.9,0,2026-03-13T08:44:20
CONT-820F5590,SESS-D9308B8D,chat_open,/faq,Mobile App,Healthcare,34,68.2,0,2026-03-18T09:40:06
CONT-763B1EF2,SESS-1DD770D4,form_submit,/checkout,Mobile App,Retail,46,20.8,0,2026-04-04T02:47:03
CONT-3DCD1855,SESS-86121979,search,/faq,Partner API,Financial Services,193,35.7,0,2026-03-27T18:29:32
CONT-7C68A794,SESS-4A0E948B,chat_close,/billing,Web,Healthcare,51,54.0,0,2026-04-02T11:19:37
CONT-6DC6A2B5,SESS-2EB92BB9,chat_open,/home,IVR,Retail,24,31.8,0,2026-03-12T20:44:18
CONT-24E2A71A,SESS-AD5E8402,search,/account,Mobile App,Financial Services,43,45.3,0,2026-03-29T19:36:05
CONT-0EBBD718,SESS-9C8679DA,chat_open,/orders,Kiosk,Financial Services,17,67.8,0,2026-03-07T19:21:58
CONT-2ED21BFE,SESS-B8BB5F1D,chat_open,/contact,Kiosk,Financial Services,149,30.8,0,2026-03-14T09:45:57
CONT-A6ECA270,SESS-D1BA8F99,page_view,/billing,Web,Technology,22,19.2,0,2026-03-15T21:01:06
CONT-5C03223D,SESS-FD6D117B,page_view,/faq,Web,Technology,57,15.5,0,2026-03-16T08:32:33
CONT-98A8E3F0,SESS-0ADA552C,chat_open,/products,Web,Travel,40,93.6,0,2026-03-09T07:00:23
CONT-2D41C385,SESS-1FD16DBF,chat_open,/products,Partner API,Healthcare,165,73.4,0,2026-04-02T22:35:21
CONT-586E7E0A,SESS-12A0A603,button_click,/support,Web,Healthcare,105,88.4,0,2026-03-23T06:37:44
CONT-712B26E7,SESS-34AFC86F,page_view,/home,Web,Technology,76,90.3,0,2026-03-12T06:25:23
CONT-F260B3C8,SESS-B04AF437,chat_close,/settings,Web,Technology,26,63.9,0,2026-03-23T19:06:23
CONT-035F8130,SESS-22597BE8,form_submit,/products,Partner API,Travel,240,73.8,0,2026-03-30T22:00:04
CONT-BB2E59F1,SESS-773DB94F,chat_close,/billing,Kiosk,Technology,66,52.7,0,2026-03-19T16:56:53
CONT-8A93126B,SESS-F9290406,button_click,/checkout,IVR,Healthcare,44,98.9,0,2026-03-25T12:09:28
CONT-234768B3,SESS-179200E0,form_submit,/support,IVR,Retail,46,16.2,0,2026-04-02T07:21:11
CONT-FB06D31B,SESS-7095350C,form_submit,/products,Partner API,Travel,371,25.6,0,2026-03-20T08:21:11
CONT-120B3B42,SESS-104F9792,form_submit,/billing,Web,Travel,63,37.0,0,2026-03-12T14:31:14
CONT-9FEF5577,SESS-296A3BC7,page_view,/products,Kiosk,Healthcare,91,90.7,0,2026-03-09T15:53:41
