contact_id,session_id,topic_name,confidence_score,response_type,thumbs_up,thumbs_down,escalated_to_agent,business_unit,application_channel,handle_seconds_dur,derived_resolution_score,created_at
CONT-3F66B3C6,SESS-0C739D9E,Product Support,0.7628,Guided Flow,0,0,0,Travel,Kiosk,70,0.352,2026-03-19T07:41:48
CONT-F7D9DDB4,SESS-8C07CEE7,Returns & Refunds,0.7553,Self-Service,0,0,0,Travel,Partner API,21,0.4074,2026-03-27T12:28:28
CONT-259389CA,SESS-CF4579E2,Returns & Refunds,0.3932,Guided Flow,1,0,1,Retail,Partner API,249,0.332,2026-03-09T07:50:58
CONT-72513241,SESS-0BCD75B4,General Inquiry,0.7336,Free Text,0,0,1,Financial Services,Web,546,0.1927,2026-03-07T08:21:25
CONT-11B8571A,SESS-35BCC681,Loyalty Program,0.8476,Guided Flow,0,0,0,Financial Services,Partner API,42,0.418,2026-03-21T08:36:01
CONT-2651F37D,SESS-69A14BA6,General Inquiry,0.5792,Handoff,0,1,1,Retail,Partner API,686,0.0,2026-03-10T05:57:11
CONT-E88B032E,SESS-7D7FDBAA,Returns & Refunds,1.0,Escalation,0,0,0,Financial Services,IVR,115,0.4679,2026-03-29T01:18:04
CONT-6E77E927,SESS-6C64608F,Account Management,0.733,Self-Service,0,1,0,Travel,Kiosk,64,0.19,2026-03-07T22:13:27
CONT-81D52051,SESS-876247C6,Product Support,0.9052,Free Text,0,0,0,Healthcare,Mobile App,65,0.4155,2026-03-25T01:58:38
CONT-CF0B6BFB,SESS-D6B19A5A,Returns & Refunds,0.6815,Free Text,0,0,1,Technology,Partner API,418,0.1542,2026-03-23T05:26:59
CONT-696EB156,SESS-157157DE,Account Management,0.5919,FAQ,0,0,0,Technology,Web,36,0.2643,2026-03-24T10:30:11
CONT-5F7B20CC,SESS-2A7F9447,Technical Troubleshooting,0.4872,Guided Flow,0,0,0,Retail,Partner API,29,0.2598,2026-03-12T05:58:53
CONT-F79D9A69,SESS-36982866,Product Support,0.7321,Free Text,0,0,0,Retail,IVR,30,0.3736,2026-04-02T20:58:21
CONT-E93E8CD2,SESS-CA374274,Loyalty Program,0.563,FAQ,0,0,0,Healthcare,Mobile App,17,0.2857,2026-03-19T07:28:40
CONT-ECE3A7FB,SESS-38423B65,Technical Troubleshooting,0.5728,Handoff,0,0,1,Retail,Mobile App,159,0.1289,2026-04-04T11:47:44
CONT-E26AAE49,SESS-74B1580D,Account Management,0.9898,FAQ,0,0,0,Technology,Web,102,0.4917,2026-04-04T06:37:53
CONT-DF04C6B3,SESS-5E8871E4,Product Support,0.836,Handoff,0,0,1,Travel,Kiosk,583,0.2673,2026-03-16T06:24:16
CONT-D5CC7EBC,SESS-402133F9,Technical Troubleshooting,0.4826,Free Text,0,0,1,Technology,Partner API,117,0.092,2026-03-29T02:39:12
CONT-820F5590,SESS-68EA2B69,Loyalty Program,0.6439,Self-Service,0,0,0,Retail,Partner API,51,0.2799,2026-03-14T21:42:33
CONT-C8E4157A,SESS-07A48917,Product Support,0.7236,Self-Service,0,0,0,Travel,Partner API,54,0.4,2026-03-14T20:06:57
CONT-717E0439,SESS-61BDDDA4,Technical Troubleshooting,0.6376,Escalation,0,0,1,Retail,Mobile App,185,0.1746,2026-03-27T05:50:10
CONT-C9CEE780,SESS-61329BB8,Billing Inquiry,0.7705,Free Text,0,0,0,Retail,Kiosk,208,0.3747,2026-04-04T05:47:56
CONT-B7EFBC29,SESS-2D0F9092,Product Support,0.5812,Guided Flow,0,0,0,Financial Services,Partner API,20,0.3111,2026-03-22T01:48:10
CONT-0B461551,SESS-CAD81432,Returns & Refunds,0.2775,Guided Flow,0,0,1,Healthcare,Web,136,0.0,2026-04-02T04:35:39
CONT-C683B9DF,SESS-BFD1EFD7,Product Support,0.5959,FAQ,0,1,0,Travel,IVR,167,0.0799,2026-03-18T09:50:09
CONT-F584256F,SESS-B0CA33CC,Product Support,0.0952,Free Text,0,0,1,Technology,IVR,29,0.0,2026-03-27T10:12:34
CONT-7AD43209,SESS-37014CE9,Subscription Management,0.4108,Handoff,0,0,0,Travel,Partner API,283,0.1802,2026-03-28T22:02:42
CONT-46A93115,SESS-BF1F7849,Order Status,0.9156,Escalation,0,0,0,Retail,IVR,19,0.4822,2026-03-16T04:55:00
CONT-2F571273,SESS-179B4FAA,Account Management,0.6283,FAQ,0,0,0,Financial Services,IVR,60,0.3179,2026-03-16T13:12:33
CONT-445E6B4E,SESS-2FCFBB3B,Loyalty Program,0.4941,FAQ,0,0,1,Travel,Mobile App,164,0.0554,2026-03-23T11:29:15
CONT-D72CB971,SESS-7B00250D,General Inquiry,0.5015,Guided Flow,0,1,0,Retail,Mobile App,121,0.0725,2026-03-08T03:08:46
CONT-1CF6AFF0,SESS-B38731AA,Loyalty Program,0.9636,Handoff,0,0,0,Healthcare,IVR,164,0.4334,2026-03-26T12:19:30
CONT-03FDCFCB,SESS-AC3895CE,Password Reset,0.5898,Guided Flow,0,0,0,Retail,Partner API,13,0.2666,2026-04-05T07:42:56
CONT-5688C673,SESS-DD26E691,Subscription Management,0.6478,Escalation,0,0,0,Retail,Kiosk,26,0.2977,2026-03-18T19:26:39
CONT-B13DD92A,SESS-BC2DC782,Product Support,0.5762,Guided Flow,0,0,0,Healthcare,Mobile App,34,0.323,2026-03-18T16:19:32
CONT-34EED4E6,SESS-26DF8569,Password Reset,0.5001,Handoff,0,0,0,Technology,Mobile App,58,0.2913,2026-04-04T04:05:25
CONT-E231C98C,SESS-3E6457D2,Product Support,0.2972,Free Text,0,0,0,Healthcare,Partner API,56,0.1803,2026-04-04T21:49:29
CONT-A41CAFC5,SESS-98C8F3C3,Billing Inquiry,0.7322,FAQ,0,0,0,Financial Services,Web,21,0.349,2026-03-25T00:02:32
CONT-D9FF1F06,SESS-2BC2C825,Account Management,0.7427,Free Text,0,0,0,Financial Services,IVR,43,0.3362,2026-03-09T17:52:22
CONT-586BADDA,SESS-7D881132,Product Support,1.0,Self-Service,0,0,0,Financial Services,Web,91,0.5162,2026-03-11T17:26:32
CONT-60C3A876,SESS-85D60ADA,Password Reset,0.8952,Free Text,0,0,0,Retail,Partner API,58,0.4614,2026-04-03T07:19:17
CONT-CE6EC2FA,SESS-727C34CB,Product Support,0.5188,FAQ,0,0,0,Technology,IVR,113,0.2122,2026-04-04T05:48:52
CONT-6C9C0264,SESS-38813F52,General Inquiry,0.6256,Escalation,0,0,0,Financial Services,Kiosk,101,0.3328,2026-03-29T17:42:02
CONT-F3EC1AFF,SESS-8A3E8B38,Loyalty Program,1.0,Handoff,0,0,0,Technology,Partner API,56,0.5044,2026-03-23T21:36:52
CONT-50825BFF,SESS-51D6A44D,Product Support,0.6347,FAQ,0,0,0,Financial Services,Mobile App,120,0.3436,2026-03-14T22:04:44
CONT-C8A4A595,SESS-F6059021,Subscription Management,0.484,Self-Service,0,0,0,Technology,Kiosk,142,0.29,2026-03-20T17:22:26
CONT-87D78568,SESS-47CDED44,Account Management,0.6654,FAQ,0,0,0,Travel,Kiosk,22,0.3197,2026-03-26T02:40:03
CONT-7EB5AA38,SESS-8CE67D8C,Account Management,0.6134,Free Text,0,0,0,Financial Services,Mobile App,31,0.3153,2026-03-22T01:48:20
CONT-795CCD60,SESS-9BCB99DB,Account Management,0.3602,Escalation,0,0,0,Travel,Kiosk,94,0.1958,2026-03-17T20:02:05
CONT-042231ED,SESS-D64BAD15,Loyalty Program,0.6758,Escalation,0,0,0,Travel,IVR,241,0.2953,2026-03-26T08:48:19
CONT-C38AA51E,SESS-CAC19C3D,Technical Troubleshooting,0.4876,Guided Flow,0,0,1,Healthcare,IVR,274,0.0846,2026-04-03T09:19:36
CONT-D7C4E9A2,SESS-EFC7DF3C,Loyalty Program,0.7647,FAQ,0,0,0,Technology,Partner API,14,0.3605,2026-03-30T12:29:43
CONT-8593E0F7,SESS-59D457BA,Loyalty Program,0.6049,FAQ,0,0,0,Retail,IVR,20,0.2919,2026-03-30T15:58:35
CONT-50825BFF,SESS-8A016064,Returns & Refunds,0.5368,Handoff,0,0,0,Healthcare,IVR,6,0.2501,2026-03-28T12:34:18
CONT-04F8D6B6,SESS-4C6B2BAB,Account Management,0.7763,Guided Flow,0,0,0,Retail,Partner API,93,0.4226,2026-03-25T03:16:21
CONT-811831CF,SESS-DD37DF77,Subscription Management,0.4606,Escalation,0,0,0,Retail,Mobile App,36,0.182,2026-03-21T14:31:59
CONT-DA589033,SESS-17409B97,Password Reset,0.4067,Escalation,0,0,1,Travel,Partner API,211,0.0938,2026-03-15T08:21:15
CONT-5959673E,SESS-6A215A30,Technical Troubleshooting,0.7886,Guided Flow,0,0,1,Retail,Kiosk,263,0.2134,2026-03-27T06:01:51
CONT-3BB599A4,SESS-EB872298,Loyalty Program,0.8817,Escalation,1,0,0,Healthcare,Kiosk,77,0.7655,2026-03-11T10:17:50
CONT-4D2BE78B,SESS-6301A336,Returns & Refunds,0.5961,Self-Service,0,0,0,Travel,Partner API,209,0.3016,2026-03-27T19:37:44
CONT-1FE5EEE4,SESS-5EEF92A5,Account Management,0.461,Self-Service,0,0,0,Financial Services,Partner API,29,0.1935,2026-03-20T06:09:07
CONT-78DB7FA5,SESS-1565BEF2,Password Reset,0.7286,Escalation,0,0,0,Healthcare,IVR,59,0.3911,2026-03-13T07:57:20
CONT-CCA49F26,SESS-1D9B3757,Billing Inquiry,0.743,Free Text,0,0,0,Travel,Mobile App,43,0.348,2026-03-25T04:08:01
CONT-F71AD182,SESS-C74FC685,Loyalty Program,0.6317,Self-Service,0,0,0,Retail,Mobile App,195,0.3508,2026-03-24T14:05:40
CONT-162B020D,SESS-337E634A,Returns & Refunds,0.6234,Free Text,0,0,0,Financial Services,Mobile App,80,0.339,2026-03-18T04:14:21
CONT-B782B1C6,SESS-63AFD2EA,Technical Troubleshooting,0.5361,Free Text,0,0,0,Retail,Partner API,22,0.2615,2026-03-07T03:27:08
CONT-358792FA,SESS-C70EBEAE,Account Management,0.7876,Free Text,0,0,0,Technology,IVR,25,0.3763,2026-03-28T08:15:07
CONT-B26F889E,SESS-BC7A431B,Product Support,0.8394,Escalation,0,0,1,Travel,Web,134,0.2341,2026-03-14T19:27:26
CONT-4B83C6E3,SESS-1187CBD9,Account Management,0.5127,Escalation,0,0,0,Healthcare,Kiosk,79,0.2387,2026-03-07T08:21:33
CONT-5B9BBA9E,SESS-6185B331,Password Reset,0.7491,Guided Flow,0,0,0,Travel,Kiosk,39,0.3452,2026-03-14T16:17:42
CONT-8CB4E55B,SESS-2031F659,Password Reset,0.6727,FAQ,0,0,0,Travel,Partner API,36,0.2922,2026-03-10T08:07:51
CONT-CBDEA68B,SESS-D708C989,Account Management,0.6518,Guided Flow,0,0,0,Healthcare,Kiosk,54,0.2768,2026-03-12T22:02:25
CONT-E240FEEF,SESS-3802AA7F,Order Status,0.7162,Free Text,0,0,0,Technology,Partner API,20,0.3605,2026-03-29T04:46:36
CONT-1570E2B4,SESS-FCA820E3,Product Support,0.4696,Escalation,0,0,1,Retail,Kiosk,69,0.0825,2026-03-21T05:29:16
CONT-BC739A87,SESS-368B3F6F,Password Reset,0.8462,Handoff,0,0,1,Retail,Web,179,0.2853,2026-03-17T05:12:34
CONT-070A2647,SESS-2EBFCBC6,Order Status,0.7709,Free Text,0,0,1,Retail,Partner API,152,0.2547,2026-03-20T19:11:27
CONT-BD1E3A02,SESS-9ECC3282,Subscription Management,0.9228,Free Text,0,0,0,Technology,Web,203,0.5024,2026-04-02T14:11:20
CONT-CE47B140,SESS-C618C41E,Billing Inquiry,1.0,FAQ,0,0,0,Healthcare,Mobile App,57,0.4563,2026-04-02T01:29:13
CONT-FC487FCE,SESS-C6FAF1F7,Password Reset,1.0,FAQ,0,0,0,Financial Services,Kiosk,19,0.4655,2026-03-17T19:57:33
CONT-9D2BB2FA,SESS-B550681E,General Inquiry,0.5001,Handoff,0,0,0,Retail,Web,193,0.2018,2026-03-31T02:03:28
CONT-B1CF1E0D,SESS-0B7883F6,Technical Troubleshooting,0.7558,FAQ,0,0,0,Financial Services,Mobile App,125,0.3375,2026-03-13T16:12:07
CONT-6DF3F708,SESS-F450849E,Loyalty Program,0.7314,Handoff,0,0,0,Technology,Partner API,57,0.4136,2026-03-10T20:00:37
CONT-B73F5740,SESS-9964F273,Order Status,1.0,Guided Flow,0,0,0,Healthcare,Partner API,31,0.5494,2026-03-15T19:33:38
CONT-23E7A094,SESS-33C44863,Password Reset,0.8372,Handoff,0,0,0,Financial Services,Mobile App,24,0.4404,2026-03-09T03:15:03
CONT-985CBFAA,SESS-BC97EFB5,Loyalty Program,0.5349,Self-Service,0,0,0,Technology,Kiosk,11,0.2418,2026-03-25T02:36:53
CONT-482E7D91,SESS-605864A8,Account Management,0.6542,Free Text,0,0,0,Healthcare,IVR,84,0.3041,2026-03-27T09:36:00
CONT-38743AAD,SESS-BA17CCDA,Password Reset,0.4469,Escalation,0,0,0,Healthcare,Web,33,0.2029,2026-03-09T19:02:51
CONT-597060FA,SESS-6C56570E,Loyalty Program,0.5137,Handoff,0,0,0,Technology,Web,35,0.2623,2026-03-12T06:54:05
CONT-458A5713,SESS-80D5DD64,Product Support,0.4762,Handoff,0,0,0,Healthcare,Mobile App,80,0.1995,2026-03-31T04:22:55
CONT-0A19ADBF,SESS-9E117EE5,Returns & Refunds,0.7998,Guided Flow,0,0,0,Financial Services,Kiosk,28,0.4278,2026-03-07T11:19:59
CONT-7B2B2462,SESS-0C885FB3,Account Management,0.5522,Guided Flow,0,0,0,Healthcare,Web,95,0.262,2026-03-12T05:46:43
CONT-AED0D896,SESS-6AA6665A,General Inquiry,0.7389,Guided Flow,0,0,0,Technology,Web,55,0.3496,2026-03-31T00:19:17
CONT-3A599437,SESS-7B36EB65,Product Support,0.3854,Self-Service,0,1,0,Technology,Web,15,0.0,2026-04-03T10:53:18
CONT-91FAF57B,SESS-EDC2A9AF,Account Management,0.6673,FAQ,0,0,0,Financial Services,IVR,444,0.2996,2026-03-31T05:13:26
CONT-E35CF921,SESS-1B02C17D,Subscription Management,0.9937,Guided Flow,1,0,1,Travel,Kiosk,65,0.6082,2026-03-22T10:29:26
CONT-69B301DF,SESS-F58BCCB1,Order Status,0.7981,Free Text,1,0,0,Healthcare,Kiosk,30,0.7149,2026-03-18T06:57:52
CONT-AA7B3F05,SESS-E7D59711,Account Management,0.5526,FAQ,0,0,0,Travel,Partner API,8,0.2502,2026-03-25T03:38:58
CONT-BF5D6C3B,SESS-6F0507E4,Loyalty Program,0.6515,Free Text,0,0,0,Technology,Partner API,81,0.3736,2026-03-19T19:19:53
CONT-C06A7530,SESS-C081F7B8,Order Status,0.4565,Guided Flow,0,0,0,Retail,Mobile App,64,0.2107,2026-03-11T23:53:01
CONT-43BFC92F,SESS-04983A67,Subscription Management,0.6065,Escalation,0,0,0,Travel,IVR,37,0.3376,2026-03-23T11:00:41
CONT-4BE19E2F,SESS-2B97ABD3,Password Reset,0.1578,FAQ,0,0,1,Financial Services,Web,100,0.0,2026-03-16T16:02:12
CONT-E6F0B5FB,SESS-501B0061,Technical Troubleshooting,0.4864,Handoff,0,0,0,Travel,Partner API,187,0.2144,2026-04-02T06:14:09
CONT-90302654,SESS-8391DE0E,Product Support,0.5526,Guided Flow,1,0,1,Travel,Partner API,308,0.4243,2026-03-16T11:04:33
CONT-0B28AB1F,SESS-94D54E22,Order Status,0.7931,Guided Flow,0,0,1,Travel,Web,510,0.2327,2026-03-18T10:15:06
CONT-18744FC5,SESS-47FC468C,Subscription Management,0.6062,Self-Service,0,0,0,Technology,Kiosk,48,0.3371,2026-04-05T08:55:15
CONT-069575BA,SESS-57C9777A,Loyalty Program,0.9528,Handoff,0,0,0,Financial Services,Partner API,112,0.4712,2026-03-19T21:35:28
CONT-D559FC69,SESS-453BF960,Subscription Management,0.7811,Escalation,0,0,0,Retail,Web,192,0.4396,2026-03-07T21:30:07
CONT-E383B52A,SESS-A75DBC95,Billing Inquiry,0.6601,Handoff,0,0,0,Healthcare,Kiosk,27,0.2948,2026-03-11T16:31:57
CONT-9225F7F3,SESS-10E8DE0A,Subscription Management,0.6062,Guided Flow,1,0,0,Healthcare,IVR,157,0.5997,2026-03-08T06:20:32
CONT-C913ED16,SESS-DBC2BD44,General Inquiry,0.7562,Escalation,0,0,0,Financial Services,Web,79,0.3612,2026-03-10T17:15:01
CONT-80424D05,SESS-3C0CF4F0,Technical Troubleshooting,1.0,Escalation,0,0,0,Retail,Web,18,0.5343,2026-03-23T13:58:35
CONT-FD67F7F1,SESS-DE585798,Subscription Management,0.5595,Free Text,0,0,0,Retail,Mobile App,174,0.2601,2026-03-25T06:43:15
CONT-1E886570,SESS-6046FC35,Returns & Refunds,0.7637,Escalation,0,0,0,Financial Services,Mobile App,30,0.3404,2026-03-12T13:28:33
CONT-41277815,SESS-3370D57B,General Inquiry,0.4378,FAQ,0,0,0,Financial Services,Mobile App,92,0.227,2026-04-04T14:57:45
CONT-2162190A,SESS-0EC7E1C8,General Inquiry,0.5181,FAQ,0,0,0,Healthcare,Mobile App,51,0.244,2026-04-03T03:29:06
CONT-9B83DB99,SESS-D712BAA0,Technical Troubleshooting,0.9683,Escalation,0,0,0,Technology,Mobile App,61,0.473,2026-03-11T10:13:10
CONT-0BD0E473,SESS-028C682B,Subscription Management,0.5002,FAQ,0,0,1,Travel,Mobile App,371,0.0983,2026-03-12T11:13:09
CONT-E8758D3F,SESS-2384CA22,Account Management,0.9122,Handoff,0,0,0,Travel,Mobile App,117,0.4554,2026-04-05T12:06:45
CONT-4D2C23EB,SESS-465C935D,Loyalty Program,0.7129,Handoff,0,0,0,Healthcare,IVR,30,0.3512,2026-03-26T20:05:29
CONT-6B8F19BB,SESS-F6EA8292,Loyalty Program,0.6064,Free Text,0,0,0,Financial Services,Mobile App,132,0.3235,2026-03-26T12:03:44
CONT-444E252F,SESS-C2065C8C,Loyalty Program,0.6703,Guided Flow,0,0,1,Financial Services,IVR,173,0.2272,2026-03-20T06:35:12
CONT-0E8B9BB1,SESS-3B56EFDE,Product Support,0.3086,Guided Flow,0,0,0,Healthcare,Web,100,0.1263,2026-03-09T14:43:31
CONT-5F7B0A8E,SESS-AB1D9C49,Password Reset,0.5177,Guided Flow,0,0,0,Travel,Kiosk,41,0.3071,2026-03-13T18:00:34
CONT-74D45B8A,SESS-3FE8F612,Product Support,0.7519,Escalation,0,0,1,Travel,Kiosk,119,0.2475,2026-03-18T19:41:30
CONT-762D0FE3,SESS-67C8254D,Billing Inquiry,0.7317,Free Text,0,0,0,Financial Services,Mobile App,258,0.3299,2026-04-01T23:09:41
CONT-2F47A443,SESS-86651DC8,Subscription Management,0.6957,Free Text,0,0,0,Technology,Web,119,0.3711,2026-03-16T14:09:55
CONT-EE0BDC04,SESS-4239355B,Loyalty Program,0.7512,Free Text,0,0,0,Travel,IVR,78,0.394,2026-03-17T18:07:35
CONT-89B23AF0,SESS-D30FAD69,Password Reset,0.8617,Self-Service,0,0,0,Financial Services,Kiosk,83,0.3809,2026-04-05T13:46:29
CONT-15657895,SESS-773B61FE,Loyalty Program,0.895,Guided Flow,0,0,0,Retail,Kiosk,117,0.4463,2026-03-21T07:44:30
CONT-3A96652D,SESS-9B7E3F77,General Inquiry,0.7619,Guided Flow,0,0,0,Retail,IVR,54,0.3566,2026-03-29T05:11:20
CONT-3383DF69,SESS-838EAD66,Technical Troubleshooting,0.6109,Escalation,0,0,1,Retail,Partner API,128,0.1159,2026-03-13T06:36:11
CONT-5DAAFB4D,SESS-5E778CDE,Loyalty Program,0.6302,Self-Service,0,0,0,Technology,Kiosk,155,0.3602,2026-03-29T22:40:44
CONT-57A0EE67,SESS-C43C4163,General Inquiry,0.6177,Escalation,0,0,0,Technology,IVR,24,0.3461,2026-03-23T17:42:51
CONT-801804C6,SESS-96F340E5,Loyalty Program,0.7058,Guided Flow,0,0,0,Retail,Web,69,0.3695,2026-03-11T11:37:33
CONT-31443587,SESS-81274E4E,Technical Troubleshooting,0.6173,Free Text,1,0,0,Healthcare,Web,52,0.6269,2026-03-20T03:55:54
CONT-8CD2D96D,SESS-ED8088F8,Technical Troubleshooting,0.865,FAQ,0,0,0,Financial Services,Mobile App,66,0.4717,2026-03-08T16:40:25
CONT-DA35E5CA,SESS-0EA6FE6B,Product Support,0.5944,Self-Service,1,0,0,Healthcare,IVR,71,0.5607,2026-04-04T17:52:29
CONT-029B9905,SESS-8694EEDF,Product Support,0.8376,Escalation,0,0,0,Healthcare,Web,52,0.4079,2026-03-20T05:57:31
CONT-EB5B73E2,SESS-90EECAF9,Returns & Refunds,0.6542,FAQ,0,0,0,Technology,Kiosk,56,0.3173,2026-03-28T04:24:21
CONT-F8EF4966,SESS-CDC3D763,Billing Inquiry,0.2576,Free Text,0,0,0,Healthcare,Web,275,0.132,2026-03-23T05:31:28
CONT-0B606515,SESS-E6A574E1,Billing Inquiry,0.3313,Handoff,0,0,0,Retail,Mobile App,421,0.1486,2026-03-11T17:46:08
CONT-A0144804,SESS-513ABD20,Product Support,0.6035,FAQ,0,0,0,Travel,IVR,168,0.3347,2026-04-02T20:35:36
CONT-717337CA,SESS-72C6C1FD,Order Status,0.8748,FAQ,0,0,0,Retail,Partner API,140,0.4313,2026-03-28T15:12:03
CONT-B2DE920C,SESS-5C796D4F,Loyalty Program,0.6923,Self-Service,0,0,0,Healthcare,Partner API,121,0.3465,2026-03-27T15:01:43
CONT-9ED0566B,SESS-1B9FFDAD,Order Status,0.4946,Guided Flow,0,0,1,Retail,Partner API,94,0.0489,2026-03-19T19:48:58
CONT-7960FD63,SESS-1D69F1BB,Order Status,0.5347,Self-Service,0,0,0,Travel,Web,177,0.2505,2026-03-25T03:07:26
CONT-7CCC0F63,SESS-E5D985DE,General Inquiry,0.534,Escalation,0,0,1,Healthcare,Kiosk,183,0.1087,2026-03-26T03:05:21
CONT-E49EE72D,SESS-C3AF2491,Product Support,0.6557,Guided Flow,0,0,1,Retail,Kiosk,229,0.218,2026-03-21T07:38:11
CONT-5D729219,SESS-00AE8930,Billing Inquiry,0.5944,Free Text,0,0,0,Retail,IVR,30,0.3339,2026-03-28T19:10:20
CONT-EE58A101,SESS-BC9F28B5,Order Status,0.8367,Self-Service,0,0,0,Retail,IVR,17,0.4558,2026-03-09T17:21:18
CONT-895D49DD,SESS-B99A8FDE,Technical Troubleshooting,0.32,Self-Service,0,1,0,Travel,IVR,29,0.0,2026-03-27T11:31:13
CONT-BB2E59F1,SESS-CC2247F4,Loyalty Program,0.6243,Escalation,0,0,0,Retail,Web,77,0.3204,2026-03-23T13:24:50
CONT-BA56BD4B,SESS-46279181,Password Reset,0.6053,Self-Service,1,0,0,Healthcare,Web,106,0.6201,2026-04-02T19:26:11
CONT-81834572,SESS-379582C1,Product Support,0.6918,Handoff,0,0,0,Travel,Mobile App,85,0.3852,2026-03-27T11:03:33
CONT-4C6CE815,SESS-476A0EF6,Loyalty Program,0.7978,Free Text,0,0,0,Travel,Web,72,0.3855,2026-03-26T13:39:10
CONT-C83530DF,SESS-2514C25B,Product Support,0.7646,Handoff,0,0,0,Technology,Mobile App,84,0.3996,2026-03-29T14:49:28
CONT-BF2594C9,SESS-7A797210,Subscription Management,0.5608,Free Text,0,0,0,Travel,Kiosk,51,0.2613,2026-03-14T07:52:19
CONT-DBAEBF88,SESS-AAB5A725,Technical Troubleshooting,0.6369,FAQ,0,0,0,Travel,Partner API,60,0.2994,2026-03-31T04:22:32
CONT-E3C15B5D,SESS-377BA4DA,Product Support,0.9651,FAQ,0,0,0,Financial Services,Mobile App,65,0.5268,2026-03-16T15:12:31
CONT-A1AE56BE,SESS-62792D13,Technical Troubleshooting,0.5419,FAQ,0,0,0,Travel,Kiosk,170,0.2669,2026-04-01T18:36:29
CONT-91034DB9,SESS-20A2294A,Returns & Refunds,0.5135,Self-Service,0,0,0,Financial Services,Mobile App,62,0.2525,2026-03-07T00:43:56
CONT-D3EE0FF3,SESS-C51163C4,Billing Inquiry,0.3402,Self-Service,0,0,0,Retail,Kiosk,52,0.1376,2026-03-09T04:00:27
CONT-9098AD68,SESS-EF8CB88C,General Inquiry,0.59,Handoff,0,0,0,Financial Services,Mobile App,83,0.2532,2026-03-09T18:53:53
CONT-7D606328,SESS-53D865B5,Password Reset,0.6366,Handoff,0,0,0,Retail,Partner API,260,0.3282,2026-03-25T15:27:54
CONT-39CC14A9,SESS-8638F1C1,Order Status,0.535,Handoff,0,0,0,Technology,IVR,187,0.2792,2026-03-08T02:31:50
CONT-44EE484F,SESS-AC3F502B,Password Reset,0.601,Free Text,0,1,0,Healthcare,Mobile App,87,0.0759,2026-04-03T00:48:46
CONT-759D6459,SESS-2B80D253,General Inquiry,0.9889,Self-Service,0,0,0,Healthcare,Web,293,0.4953,2026-03-23T07:12:45
CONT-4A2FA379,SESS-B484239E,Account Management,0.6829,Self-Service,0,0,0,Travel,Web,38,0.3859,2026-03-07T08:42:23
CONT-A3C39478,SESS-83EDABAF,Subscription Management,0.8586,Guided Flow,0,0,0,Financial Services,Mobile App,67,0.4157,2026-03-09T07:12:48
CONT-BBEA26B1,SESS-A6366935,Subscription Management,0.3807,Handoff,0,0,0,Technology,IVR,181,0.1986,2026-03-28T02:09:29
CONT-D9121D1A,SESS-DE04BC18,Product Support,0.678,Self-Service,1,0,0,Travel,Mobile App,23,0.6092,2026-03-12T01:59:59
CONT-F8B71ACF,SESS-B895B794,Order Status,0.8279,Guided Flow,0,0,0,Travel,Mobile App,27,0.4015,2026-03-12T20:37:42
CONT-7AD43209,SESS-C7828644,Technical Troubleshooting,0.9423,Self-Service,0,0,1,Healthcare,Partner API,554,0.344,2026-04-04T06:08:47
CONT-BE61E8E4,SESS-FAEC55A4,Password Reset,0.7803,Handoff,0,0,0,Travel,Partner API,173,0.4062,2026-03-13T03:51:13
CONT-C77B1809,SESS-D57EA151,Technical Troubleshooting,0.7842,Guided Flow,0,0,0,Technology,Web,12,0.35,2026-03-14T17:10:09
CONT-E35CF921,SESS-D1038673,Order Status,0.791,FAQ,0,0,0,Technology,IVR,48,0.4339,2026-03-21T20:57:51
CONT-085C4DA7,SESS-80615748,Order Status,0.7675,Handoff,0,0,0,Technology,Mobile App,98,0.3969,2026-03-08T08:37:13
CONT-C67F5509,SESS-FE6DDC1B,Loyalty Program,0.5203,Guided Flow,0,0,0,Technology,Partner API,56,0.2496,2026-03-31T19:00:04
CONT-65EBF4B7,SESS-7FD3338E,Password Reset,0.7617,Handoff,1,0,0,Travel,Mobile App,24,0.7112,2026-04-05T21:21:29
CONT-A747DFC3,SESS-8723C3F0,Password Reset,0.8566,FAQ,0,0,0,Healthcare,Kiosk,47,0.3939,2026-03-17T16:32:33
CONT-557C92A0,SESS-9CD37CE5,Loyalty Program,0.8941,Handoff,0,0,0,Financial Services,IVR,50,0.4919,2026-03-07T17:53:36
CONT-CFEE5874,SESS-E3EC28AC,Technical Troubleshooting,0.8033,Self-Service,0,0,0,Travel,Web,66,0.3775,2026-03-18T10:59:47
CONT-9189BF80,SESS-2E2B34D1,Loyalty Program,0.6455,Self-Service,1,0,0,Travel,Kiosk,102,0.6699,2026-03-22T19:14:46
CONT-706A803C,SESS-381E33E2,Loyalty Program,0.7095,Free Text,1,0,0,Travel,Partner API,61,0.6206,2026-03-12T05:50:42
CONT-892D7832,SESS-2F8A7291,Password Reset,0.7015,FAQ,0,0,0,Financial Services,Kiosk,90,0.3376,2026-04-02T02:56:36
CONT-9373CFA7,SESS-480E1DF7,Technical Troubleshooting,0.4065,Self-Service,0,0,0,Technology,Partner API,90,0.1925,2026-03-27T22:36:58
CONT-6CD97116,SESS-6E945CE2,Product Support,0.8733,Escalation,0,0,0,Retail,Kiosk,59,0.3969,2026-03-13T17:15:39
